ad,dogum_yeri,dogum_tarihi,yas,ilkokul,ilkokul_yillari,lise,lise_yillari,universite,universite_yillari,bolum,yuksek_lisans,yuksek_lisans_yillari,doktora,doktora_yillari,calistigi_kurumlar,calisma_yillari,kurdugu_girisim_ve_dernekler,girisim_kurulus_yillari,yasadigi_sehir,hobiler,es,cocuklar,akademik_yayinlar,yayin_yillari,dosya_adi,ilkokul_yillari_baslangic,ilkokul_yillari_bitis,lise_yillari_baslangic,lise_yillari_bitis,universite_yillari_baslangic,universite_yillari_bitis,yuksek_lisans_yillari_baslangic,yuksek_lisans_yillari_bitis,doktora_yillari_baslangic,doktora_yillari_bitis,calisma_yillari_baslangic,calisma_yillari_bitis
Tuğba Aydın,Bursa,15.08.1987,38,Bursa Hürriyet İlkokulu,1993-2000,Bursa Anadolu Lisesi,2000-2004,İstanbul Teknik Üniversitesi,2005-2009,Bilgisayar Mühendisliği,Boğaziçi Üniversitesi,2010-2012,,None,"['Arçelik', 'Trendyol', 'Akbank', 'Etiya']","['2009-2010', '2012-2016', '2016-2020', '2020-devam ediyor']",['Yapay Zeka Etiği Derneği'],['2019'],İstanbul,"['dijital fotoğrafçılık', 'eski Türk filmleri koleksiyonu', 'seramik yapmak', 'doğa yürüyüşleri', 'yeni şehirler keşfetmek']",Can Yılmaz,"['Ela Yılmaz', 'Deniz Yılmaz']","[""Algoritma Yanlılıkları ve Toplumsal Etkileri: Türkiye'den Bir Bakış"", 'Sorumlu Yapay Zeka Geliştirme Yaklaşımları: Bir Vaka Analizi']","['2018', '2021']",tugba_aydin.md,1993,2000,2000,2004,2005,2009,2010,2012,None,,['2009,"2010', '2012-2016', '2016-2020', '2020-devam ediyor']"
Uğur Aydın,Samsun,10.03.1988,37,Gazi İlkokulu,1994-2000,Ankara Fen Lisesi,2002-2006,Boğaziçi Üniversitesi,2006-2010,Hukuk Fakültesi,Bilkent Üniversitesi,2010-2011,,None,"['Demir & Partners Hukuk Bürosu', 'Erdoğan & Aydın Hukuk Bürosu', 'Garanti BBVA', 'LexDigital Hukuk ve Danışmanlık A.Ş.']","['2011-2015', '2015-2017', '2017-2020', '2020-devam ediyor']",['LexDigital Hukuk ve Danışmanlık A.Ş.'],['2020'],İstanbul,"['Doğa yürüyüşleri', 'drone fotoğrafçılığı', 'drone video çekimi', 'Türk klasik sineması', 'teknoloji takibi']",Esra Aydın,"['Ela', 'Can']","['Yapay Zeka Hukukunda Sorumluluk Kavramı: Güncel Yaklaşımlar ve Gelecek Projeksiyonları', 'Kişisel Verilerin Korunması Kanunu ve Startup Ekosistemi Üzerindeki Etkileri']","['2019', '2021']",ugur_aydin.md,1994,2000,2002,2006,2006,2010,2010,2011,None,,['2011,"2015', '2015-2017', '2017-2020', '2020-devam ediyor']"
Uğur Şimşek,Kayseri,15.06.1989,36,Kayseri Melikgazi Mehmet Tarman İlkokulu,1995-2000,Kayseri Fen Lisesi,2000-2004,Ege Üniversitesi,2004-2008,Gazetecilik Bölümü,Marmara Üniversitesi,2009-2011,,None,"['CNN Türk', 'Milliyet Gazetesi', 'Türk Telekom', 'Turkcell', 'Medya Pusulası']","['2008-2009', '2011-2015', '2015-2018', '2018-2022', '2022-devam ediyor']",['Medya Pusulası'],['2022'],İstanbul,"['Amatör fotoğrafçılık', 'Eski Türk filmlerini izlemek', 'Yeni yemek tarifleri denemek', 'Doğa yürüyüşleri']",Ayşe Şimşek,"['Defne Şimşek', 'Can Şimşek']","['Dijital Çağda Gazeteciliğin Dönüşümü ve İçerik Stratejileri', 'Yapay Zeka Destekli İçerik Üretiminin Etik Boyutları']","['2011', '2023']",ugur_simsek.md,1995,2000,2000,2004,2004,2008,2009,2011,None,,['2008,"2009', '2011-2015', '2015-2018', '2018-2022', '2022-devam ediyor']"
Vedat Öztürk,Kayseri,15.06.1984,41,Kayseri Erciyes İlköğretim Okulu,1990-1998,Kayseri Anadolu Lisesi,1998-2002,Boğaziçi Üniversitesi,2003-2007,İşletme,Sabancı Üniversitesi,2009-2011,,None,"['Akbank', 'QNB Finansbank', 'Garanti BBVA', 'Paraşüt']","['2007-2009', '2011-2017', '2017-2020', '2020-devam ediyor']",[],[],İstanbul,"['satranç', 'doğa yürüyüşleri', 'fotoğraf çekmek']",Ayşe Öztürk,"['Ela Öztürk', 'Can Öztürk']","[""Türkiye'de KOBİ'ler İçin Dijital Finansman Modelleri"", 'Bireysel Emeklilik Sisteminde Yatırım Stratejileri']","['2018', '2019']",vedat_ozturk.md,1990,1998,1998,2002,2003,2007,2009,2011,None,,['2007,"2009', '2011-2017', '2017-2020', '2020-devam ediyor']"
Vedat Sezer,Gaziantep,15.06.1985,40,Gaziantep Gazikent İlköğretim Okulu,1991-1999,İzmir Fen Lisesi,2000-2004,Orta Doğu Teknik Üniversitesi (ODTÜ),2004-2008,Mimarlık,Mimar Sinan Güzel Sanatlar Üniversitesi,2010-2012,,None,"['Mimar Yapı ve Tasarım A.Ş.', 'Arçelik A.Ş.', 'Eczacıbaşı Yapı Ürünleri Grubu']","['2008-2010', '2012-2016', '2016-2021']",['Mekân Artı İç Mimarlık'],['2021'],İstanbul,"['fotoğraf çekmek', 'doğa yürüyüşleri', 'caz müziği dinlemek']",Ayşe Sezer,"['Can', 'Defne']",[],[],vedat_sezer.md,1991,1999,2000,2004,2004,2008,2010,2012,None,,['2008,"2010', '2012-2016', '2016-2021']"
Vedat Tan,İzmir,05.09.1989,36,Karşıyaka Cumhuriyet İlköğretim Okulu,1996-2003,İzmir Atatürk Lisesi,2003-2007,Orta Doğu Teknik Üniversitesi,2007-2011,Mimarlık,Mimar Sinan Güzel Sanatlar Üniversitesi,2012-2014,,None,"['Ankara Büyükşehir Belediyesi, Kentsel Planlama Müdürlüğü', 'Esenler Belediyesi, İmar ve Şehircilik Müdürlüğü', 'Kentvizyon Mimarlık ve Şehircilik Ofisi', 'İstanbul Büyükşehir Belediyesi, Şehir Planlama Daire Başkanlığı', 'EkoKent Proje Geliştirme Danışmanlık']","['2010-2011', '2011-2012', '2014-2018', '2018-2022', '2022-devam ediyor']",['EkoKent Proje Geliştirme Danışmanlık'],['2022'],İstanbul,"['şehirde bisiklet turları atmak', 'eski İstanbul mahallelerinin fotoğrafını çekmek', 'bu bölgelerin tarihini araştırmak', 'bisiklet sporu yapmak', 'doğa yürüyüşleri yapmak', 'podcast dinlemek', 'yeni çıkan kentsel gelişim kitaplarını takip etmek']",Elif Tan,"['Ada Tan', 'Can Tan']",[],[],vedat_tan.md,1996,2003,2003,2007,2007,2011,2012,2014,None,,['2010,"2011', '2011-2012', '2014-2018', '2018-2022', '2022-devam ediyor']"
Veli Arslan,Kayseri,15.08.1986,39,Kayseri Hürriyet İlkokulu,1993-2000,Kayseri Anadolu Lisesi,2000-2004,Boğaziçi Üniversitesi,2008-2012,Görsel Sanatlar ve İletişim Tasarımı Bölümü,Mimar Sinan Güzel Sanatlar Üniversitesi,2013-2015,,None,"['TRT Belgesel Kanalı', '""Anadolu\'nun Yüzleri"" Prodüksiyon Şirketi', 'Mesafe Film Prodüksiyon']","['2014-2016', '2016-2020', '2021-devam ediyor']",['Mesafe Film Prodüksiyon'],['2021'],İstanbul,"['doğa fotoğrafçılığı', 'eski plak koleksiyonu yapmak', 'yöresel yemek tariflerini denemek', 'uzun mesafe koşuları', 'bisiklet sürmek']",Elif Demir,"['Kaya', 'Derin']","['Türkiye Belgesel Sinemasında Anlatı Yapıları ve Politik Temsil', 'Dijital Belgesel: İnteraktif Hikaye Anlatıcılığı ve Katılımcılık']","['2019', '2023']",veli_arslan.md,1993,2000,2000,2004,2008,2012,2013,2015,None,,['2014,"2016', '2016-2020', '2021-devam ediyor']"
Veli Taş,Kayseri,15.03.1986,39,Kayseri Mehmet Akif Ersoy İlkokulu,None,Ankara Fen Lisesi,2002-2006,Orta Doğu Teknik Üniversitesi,2004-2008,Endüstri Mühendisliği,Koç Üniversitesi,2008-2010,,None,"['Ernst & Young', 'Akbank', 'Garanti BBVA']","['2010-2014', '2014-2017', '2017-2020']",['VeriVizyon'],['2020'],İstanbul,"['Analog fotoğrafçılık', 'Doğa yürüyüşleri', 'Klasik gitar çalmak']",Elif Taş,"['Deniz', 'Can']","['Makine Öğrenmesi ile Kredi Riski Modellemesi Üzerine Bir Çalışma', 'Finansal Kurumlarda Büyük Veri Analitiği Uygulamaları ve Geleceği']","['2010', '2016']",veli_tas.md,None,,2002,2006,2004,2008,2008,2010,None,,['2010,"2014', '2014-2017', '2017-2020']"
Vildan Güler,Mersin,15.08.1986,39,Gazipaşa İlkokulu,1993-2000,Ankara Fen Lisesi,2002-2006,Orta Doğu Teknik Üniversitesi (ODTÜ),2007-2011,İşletme,Koç Üniversitesi,2012-2014,,None,"['Unilever Türkiye', 'Procter & Gamble (P&G) Türkiye', 'Türk Telekom', 'Trendyol']","['2011-2012', '2014-2015', '2015-2018', '2018-devam ediyor']",[],[],İstanbul,"['urban gardening', 'stratejik masa oyunları', 'bulmacalar', 'Türk sanat müziği dinlemek', 'klasik Türk edebiyatı okumak']",Arda Yılmaz,"['Elif Yılmaz', 'Can Yılmaz']",['E-Ticaret Sektöründe Yapay Zeka Destekli Kişiselleştirilmiş Pazarlama Stratejileri: Bir Vaka Analizi'],['2020'],vildan_guler.md,1993,2000,2002,2006,2007,2011,2012,2014,None,,['2011,"2012', '2014-2015', '2015-2018', '2018-devam ediyor']"
Vildan Yılmaz,Ankara,15.06.1988,37,Çankaya İlkokulu,1994-2002,Ankara Fen Lisesi,2002-2006,Orta Doğu Teknik Üniversitesi,2006-2010,Mimarlık Bölümü,İstanbul Teknik Üniversitesi,2010-2012,İstanbul Teknik Üniversitesi,2012-2016,"['Mimarlık Ofisi XYZ', 'Kültürel Varlıkları Koruma Kurulu', 'Mimar Sinan Güzel Sanatlar Üniversitesi', 'Yeditepe Üniversitesi']","['2010-2012', '2012-2017', '2017-2020', '2020-devam ediyor']","[""Eski İstanbul'u Yaşatma Derneği""]",['2017'],İstanbul,"['antik kentleri gezmek', 'tarihi patikalarda yürüyüş yapmak', 'analog fotoğrafçılık', 'ebru sanatı', 'klasik müzik dinlemek']",Emre Demir,['Defne'],"[""Anadolu'nun Kaybolan İzleri: Tarihi Çevre Koruma Politikalarında Yeni Yaklaşımlar"", 'Osmanlı Dönemi Sivil Mimarisinde Detay Çözümleri: Bursa Evleri Örneği', 'Kent Kimliğinin Korunmasında Yerel Halkın Rolü: Dünya Miras Alanları Üzerine Karşılaştırmalı Bir Analiz']","['2018', '2019', '2021']",vildan_yilmaz.md,1994,2002,2002,2006,2006,2010,2010,2012,2012,2016,['2010,"2012', '2012-2017', '2017-2020', '2020-devam ediyor']"
Yasemin Sezer,Adana,05.09.1988,37,Adana İsmet İnönü İlkokulu,1994-2002,Adana Anadolu Lisesi,2002-2006,Akdeniz Üniversitesi,2006-2010,Gazetecilik,Marmara Üniversitesi,2011-2013,,None,"['Adana Yerel Haber Gazetesi', 'Hürriyet Dijital Medya', 'Türk Telekom', 'Starcom MediaVest Group Türkiye', 'Unilever Türkiye']","['2010-2011', '2013-2015', '2015-2018', '2018-2021', '2021-devam ediyor']",['Sosyal Medya Etik Derneği'],['2019'],İstanbul,"['sokak fotoğrafçılığı', 'dünyanın farklı mutfaklarını deneyimlemek', 'bağımsız sinema filmleri izlemek', 'yeni yerler keşfetmek', 'farklı kültürleri tanımak', 'seyahat blogları okumak', 'yoga']",Emre Demir,"['Ela Sezer', 'Can Sezer']","['Dijital Medyada Dezenformasyonun Toplumsal Etkileri ve Mücadele Yöntemleri', 'Yapay Zeka Destekli Haber Üretiminde Etik Sınırlar', 'Dijital Dönüşümde İletişimin Rolü: Markalar ve Bireyler İçin Bir Rehber']","['2013', '2020', '2025']",yasemin_sezer.md,1994,2002,2002,2006,2006,2010,2011,2013,None,,['2010,"2011', '2013-2015', '2015-2018', '2018-2021', '2021-devam ediyor']"
Yeliz Kaya,Denizli,15.06.1983,42,Pamukkale İlkokulu,1989-1994,Ankara Fen Lisesi,1997-2001,Orta Doğu Teknik Üniversitesi (ODTÜ),2001-2005,Mimarlık Bölümü,Orta Doğu Teknik Üniversitesi (ODTÜ),2005-2007,,None,"['Şehir Kurgu Mimarlık', 'Koç Holding, İnşaat ve Gayrimenkul Geliştirme Departmanı', 'Urban Vision Tasarım Ofisi', 'Kaya Tasarım & Danışmanlık']","['2007-2012', '2013-2017', '2017-2020', '2020-devam ediyor']",['Kaya Tasarım & Danışmanlık'],['2020'],İstanbul,"['resim yapmak', 'şehir fotoğrafçılığı yapmak', 'eski binaların tarihçesini araştırmak', 'yerel zanaatkarların atölyelerini ziyaret etmek', 'geleneksel el sanatları hakkında bilgi edinmek', 'doğa yürüyüşleri', 'bisiklete binmek']",Emre Yılmaz,"['Defne', 'Can']","['Kent Dokusunda Sürdürülebilir Dönüşüm Modelleri: Ankara Örneği', 'Geleneksel Türk Evi Mimarisinde Enerji Verimliliği Yaklaşımları']","['2007', '2018']",yeliz_kaya.md,1989,1994,1997,2001,2001,2005,2005,2007,None,,['2007,"2012', '2013-2017', '2017-2020', '2020-devam ediyor']"
Yeliz Yıldız,Ankara,10.03.1988,37,Kocatepe İlkokulu,1994-1999,Ankara Fen Lisesi,2002-2006,Orta Doğu Teknik Üniversitesi (ODTÜ),2007-2011,İşletme,Bilkent Üniversitesi,2011-2013,,None,"['Arçelik A.Ş.', 'EY Türkiye', 'Yüksek Büyüme Teknoloji A.Ş.', 'Yıldız Finansal Danışmanlık']","['2013-2016', '2016-2020', '2020-2023', '2023-devam ediyor']","['Yıldız Finansal Danışmanlık', 'Gelecek İçin Finans']","['2023', None]",İstanbul,"['yoga', 'doğa yürüyüşleri', 'modern sanat sergilerini takip etmek', 'bağımsız sinema filmlerini takip etmek', 'kitap okumak', 'davranışsal iktisat ve sosyoloji üzerine makaleleri ve kitapları takip etmek']",Can Yılmaz,['Elif'],"['Yapay Zeka Destekli Kredi Risk Modellemesi', 'Dijital Dönüşümde KOBİ Finansmanının Rolü: Türkiye Örneği']","['2013', '2019']",yeliz_yildiz.md,1994,1999,2002,2006,2007,2011,2011,2013,None,,['2013,"2016', '2016-2020', '2020-2023', '2023-devam ediyor']"
Yılmaz Erdoğan,Malatya,14.07.1983,42,İnönü İlkokulu,1989-1994,Ankara Fen Lisesi,1997-2001,Orta Doğu Teknik Üniversitesi (ODTÜ),2001-2005,Psikoloji Bölümü,Boğaziçi Üniversitesi,2005-2007,,None,"['Çapa Tıp Fakültesi Hastanesi', 'Özel Beyoğlu Psikolojik Danışmanlık Merkezi', 'Koç Holding', '""Denge Psikoloji"" Özel Kliniği']","['2007-2011', '2011-2015', '2015-2018', '2018-devam ediyor']","['""Denge Psikoloji"" Özel Kliniği', 'Toplum Ruh Sağlığı Derneği']","['2018', '2019']",İstanbul,"['doğa yürüyüşleri yapmak', 'amatör fotoğrafçılıkla uğraşmak', 'klasik Türk müziği dinlemek', 'yeni tarifler denemek']",Elif Erdoğan,"['Defne Erdoğan', 'Can Erdoğan']","['Modern Hayatta Dengeyi Bulmak: Zihinsel Sağlık İçin Pratik Rehber', 'Kurumsal Ortamlarda Stres Yönetimi ve Verimlilik İlişkisi Üzerine Bir Araştırma', 'Dijital Çağda Yalnızlık ve Bağlantı İhtiyacı: Genç Yetişkinler Üzerine Niteliksel Bir Çalışma', 'Travma Sonrası Büyümenin Psikolojik Destek Süreçlerine Yansımaları']","['2020', '2017', '2019', '2022']",yilmaz_erdogan.md,1989,1994,1997,2001,2001,2005,2005,2007,None,,['2007,"2011', '2011-2015', '2015-2018', '2018-devam ediyor']"
Yunus Karaca,Kayseri,15.06.1989,36,Kadı Burhaneddin İlköğretim Okulu,1995-2003,Kayseri Fen Lisesi,2003-2007,Orta Doğu Teknik Üniversitesi,2007-2011,Elektrik-Elektronik Mühendisliği,Orta Doğu Teknik Üniversitesi,2011-2013,,None,"['ASELSAN', 'ASELSAN', 'Türk Havacılık ve Uzay Sanayii']","['2010-2011', '2011-2014', '2014-devam ediyor']",['Ankara Gökbilim Meraklıları Topluluğu'],['2018'],Ankara,"['amatör astronomi', 'teleskop yapımı', 'robotik projeler geliştirmek', 'doğa yürüyüşleri', 'bilim kurgu kitapları okumak', 'klasik müzik dinlemek']",Elif Karaca,"['Defne Karaca', 'Emre Karaca']","['Akıllı İnsansız Hava Araçları için Otonom Navigasyon Sistemleri Üzerine Bir Çalışma', 'Uydu Görüntü İşlemede Derin Öğrenme Algoritmalarının Uygulanması', 'Gerçek Zamanlı Hedef Takibi için Gömülü Sistemler Geliştirilmesi']","['2013', '2016', '2019']",yunus_karaca.md,1995,2003,2003,2007,2007,2011,2011,2013,None,,['2010,"2011', '2011-2014', '2014-devam ediyor']"
Yunus Yılmaz,Ankara,15.06.1986,39,Ankara Mustafa Kemal İlkokulu,1993-2000,Ankara Fen Lisesi,2002-2006,Orta Doğu Teknik Üniversitesi (ODTÜ),2004-2008,İstatistik Bölümü,Boğaziçi Üniversitesi,2010-2012,,None,"['Türkiye Futbol Federasyonu (TFF) Araştırma ve Geliştirme Birimi', 'Türk Telekom', 'Garanti BBVA', 'beIN Sports Türkiye']","['2008-2009', '2015-2018', '2017-2020', '2020-devam ediyor']",['Skor Analiz'],['2019'],İstanbul,"['amatör basketbol', 'dağ bisikleti', 'satranç', 'veri görselleştirme tekniklerini takip etmek', 'podcast izlemek', 'belgesel izlemek']",Elif Çelik,"['Can', 'Deniz']",['Spor Kulüplerinde Taraftar Verilerinin Kullanımı ve Gelir Artışı Potansiyeli'],['2012'],yunus_yilmaz.md,1993,2000,2002,2006,2004,2008,2010,2012,None,,['2008,"2009', '2015-2018', '2017-2020', '2020-devam ediyor']"
Yusuf Bulut,Bursa,15.08.1983,42,Namık Kemal İlkokulu,1989-1997,Bursa Süleyman Çelebi Lisesi,1997-2001,İstanbul Teknik Üniversitesi (İTÜ),2005-2009,Mimarlık,Gazi Üniversitesi,2009-2011,,None,"['Tarih ve Mekan Mimarlık ve Restorasyon', 'Kültür ve Turizm Bakanlığı, Kültür Varlıkları ve Müzeler Genel Müdürlüğü', 'Anadolu Miras Mimarlık']","['2011-2015', '2015-2019', '2019-devam ediyor']",['Anadolu Miras Mimarlık'],['2019'],İstanbul,"['tarihi yapıları fotoğraflamak', 'eski kitapları koleksiyon yapmak', 'eski haritaları koleksiyon yapmak', 'Osmanlı dönemi el yazmalarını incelemek', 'hat sanatı öğrenmek', 'doğa yürüyüşleri', 'eski şehirlerde keşif yapmak']",Elif Doğan,"['Zeynep', 'Can']","[""Bursa'da Erken Osmanlı Dönemi Ahşap Tavan İşçiliklerinin Koruma Sorunları Üzerine Bir İnceleme"", 'Kentsel Dönüşümün Tarihi Dokular Üzerindeki Etkileri: Diyarbakır Surları Örneği']","['2013', '2017']",yusuf_bulut.md,1989,1997,1997,2001,2005,2009,2009,2011,None,,['2011,"2015', '2015-2019', '2019-devam ediyor']"
Zafer Bozkurt,Malatya,25.07.1989,36,Malatya Zafer İlköğretim Okulu,1996-2004,Malatya Fırat Fen Lisesi,2004-2007,Orta Doğu Teknik Üniversitesi,2007-2011,Şehir ve Bölge Planlama,İstanbul Teknik Üniversitesi,2012-2014,,None,"['Kadıköy Belediyesi İmar ve Şehircilik Müdürlüğü', 'Emlak Konut GYO A.Ş.']","['2011-2012', '2014-2018']","['Kentsel Gelecek Danışmanlık', 'Şehir Dostları Derneği']","['2018', '2020']",İstanbul,"['amatör fotoğrafçılık', 'eski plak dinlemek', 'koşu', 'bisiklet turları']",Elif Yılmaz,"['Mert', 'Aslı']","['Sürdürülebilir Kentsel Dönüşüm Modelleri: İstanbul Örneği', 'Akıllı Şehir Uygulamalarında Vatandaş Katılımı: Bir Vaka Analizi']","['2016', '2019']",zafer_bozkurt.md,1996,2004,2004,2007,2007,2011,2012,2014,None,,['2011,"2012', '2014-2018']"
Zafer Can,Kayseri,15.06.1988,37,Kayseri Melikgazi Mehmet Akif Ersoy İlkokulu,1994-2002,Kayseri Kılıçarslan Lisesi,2002-2006,Akdeniz Üniversitesi,2006-2010,Gazetecilik Bölümü,Marmara Üniversitesi,2011-2013,,None,"['çeşitli medya kuruluşları', 'Anadolu Ajansı']","['2010-2013', '2013-2018']",['Görsel Hikayeler Atölyesi'],['2018'],İstanbul,"['analog fotoğrafçılık', 'nadir kitap toplamak', 'sırt çantasıyla seyahat etmek', 'bağlama çalmak']",Elif Can,['Cem'],[],[],zafer_can.md,1994,2002,2002,2006,2006,2010,2011,2013,None,,['2010,"2013', '2013-2018']"
Zehra Ermiş,Ankara,05.08.1988,37,Ankara Çayyolu İlkokulu,1994-2001,Ankara Fen Lisesi,2002-2006,Orta Doğu Teknik Üniversitesi (ODTÜ),2007-2011,Bilgisayar Mühendisliği,Boğaziçi Üniversitesi,2011-2013,,None,"['ASELSAN', 'Arçelik', 'Garanti BBVA', 'Veri Fısıltıları']","['2012-2014', '2015-2016', '2018-2020', '2021-devam ediyor']",['Veri Fısıltıları'],['2021'],İstanbul,"['kaligrafi', 'ebru sanatı', 'dijital sanatla geleneksel motifleri birleştiren eserler üretmek', 'klasik müzik dinlemek']",Can Yılmaz,"['Ada Yılmaz', 'Emre Yılmaz']","['Yapay Zeka Karar Mekanizmalarında Şeffaflık ve Hesap Verebilirlik: Bir Vaka Analizi', 'Algoritmik Önyargının Azaltılmasına Yönelik Metodolojiler ve Toplumsal Etkileri']","['2014', '2019']",zehra_ermis.md,1994,2001,2002,2006,2007,2011,2011,2013,None,,['2012,"2014', '2015-2016', '2018-2020', '2021-devam ediyor']"
Zeki Altun,Konya,15.03.1985,40,Mustafa Şimşek İlköğretim Okulu,1991-1999,Selçuklu Anadolu Lisesi,1999-2003,Ege Üniversitesi,2003-2007,Çevre Mühendisliği,Akdeniz Üniversitesi,2011-2013,,None,"['Yeşil Çevre Danışmanlık A.Ş.', 'Bereketli Topraklar Gıda ve Tarım A.Ş.']","['2007-2011', '2014-devam ediyor']",['Bereketli Topraklar Gıda ve Tarım A.Ş.'],['2014'],Antalya,"['doğa fotoğrafçılığı', 'geleneksel Türk yemek kültürü üzerine araştırmalar yapmak', 'amatör balıkçılık']",Ayşe Demir,"['Elif', 'Demir']","['Akıllı Tarım Uygulamalarının Küçük Ölçekli Çiftliklerde Verimliliğe Etkisi', 'Kentsel Dikey Tarım Sistemlerinin Gıda Güvenliği ve Şehir Ekolojisine Katkısı.']","['2013', '2015']",zeki_altun.md,1991,1999,1999,2003,2003,2007,2011,2013,None,,['2007,"2011', '2014-devam ediyor']"
Zeki Avcı,Kayseri,15.06.1987,38,Kayseri Nuh Mehmet Baldöktü İlkokulu,1993-2001,Kayseri Fen Lisesi,2001-2005,Boğaziçi Üniversitesi,2005-2009,Ekonomi,İstanbul Teknik Üniversitesi (İTÜ),2009-2011,,None,"['Yapı Kredi', 'Akbank', 'Garanti BBVA', 'Finansta Yenilikçi Çözümler A.Ş.']","['2011-2014', '2014-2017', '2017-2020', '2020-devam ediyor']",['Finansta Yenilikçi Çözümler A.Ş.'],['2020'],İstanbul,"['amatör fotoğrafçılık', 'şehir manzaraları fotoğrafçılığı', 'sokak fotoğrafçılığı', 'eski Türk filmlerini toplamak ve izlemek', 'maraton koşularına katılmak']",Elif Avcı,"['Defne', 'Ege']","['Makine Öğrenimi ile Kredi Riski Modellemesi Üzerine Bir Araştırma', 'Blockchain Tabanlı Akıllı Sözleşmelerin Finans Sektöründeki Potansiyeli']","['2018', '2021']",zeki_avci.md,1993,2001,2001,2005,2005,2009,2009,2011,None,,['2011,"2014', '2014-2017', '2017-2020', '2020-devam ediyor']"
Zeki Toprak,Eskişehir,15.03.1988,37,Necatibey İlkokulu,1994-2002,Eskişehir Anadolu Lisesi,2002-2006,İstanbul Teknik Üniversitesi (İTÜ),2006-2010,Şehir ve Bölge Planlama,Boğaziçi Üniversitesi,2010-2012,,None,"['İstanbul Büyükşehir Belediyesi (İBB)', 'Siemens Türkiye', 'Gelecek Şehirler Danışmanlık']","['2012-2015', '2015-2019', '2019-devam ediyor']","['Gelecek Şehirler Danışmanlık', 'Şehir Gönüllüleri Derneği']","['2019', None]",İstanbul,"['kentsel fotoğrafçılık', 'doğa yürüyüşleri', 'satranç oynamak', 'mimari tarihi ve kentsel sosyoloji kitapları okumak']",Ayşe Aksoy,"['Ela', 'Can']","['Akıllı Şehirlerde Veri Odaklı Karar Mekanizmaları: İstanbul Örneği', 'Kentsel Dönüşümde Sosyal Katılım Modelleri ve Dijital Platformların Rolü']","['2014', '2018']",zeki_toprak.md,1994,2002,2002,2006,2006,2010,2010,2012,None,,['2012,"2015', '2015-2019', '2019-devam ediyor']"
Zeynep Avcı,Antalya,15.07.1988,37,Yavuz Selim İlkokulu,1994-2000,Antalya Lisesi,2000-2004,Ege Üniversitesi,2004-2008,Halkla İlişkiler ve Tanıtım,Koç Üniversitesi,2009-2011,,None,"['Siemens Türkiye', 'Coca-Cola İçecek', 'Garanti BBVA', 'Turkcell']","['2008-2010', '2011-2017', '2017-2020', '2020-devam ediyor']",['Dijital Dönüşüm Arenası'],['2021'],İstanbul,"['yoga yapmak', 'modern sanat galerilerini gezmek', 'dijital sanatla ilgilenmek', 'seyahat etmek', 'fotoğrafçılık']",Emre Yılmaz,"['Ela', 'Can']","['Pandemi Sonrası Tüketici Davranışlarında Dijital Pazarlamanın Rolü', 'Yapay Zeka Destekli Pazarlama Stratejilerinin Etkinliği ve Etik Boyutları']","['2021', '2023']",zeynep_avci.md,1994,2000,2000,2004,2004,2008,2009,2011,None,,['2008,"2010', '2011-2017', '2017-2020', '2020-devam ediyor']"
